oxygen,pressure,temperature,vibration,solar_intensity
21.0,101.28,21.97,0.0198,128.21
21.0,101.31,21.99,0.019,128.72
20.99,101.32,22.02,0.0216,130.02
21.01,101.3,21.95,0.0196,131.98
21.0,101.3,21.91,0.0173,132.58
21.0,101.27,22.01,0.0224,134.26
21.01,101.29,21.99,0.0201,135.65
21.0,101.31,21.93,0.0217,136.79
20.99,101.29,22.03,0.0223,137.28
20.99,101.3,22.0,0.0211,139.19
21.0,101.33,22.09,0.0215,140.5
20.99,101.25,21.95,0.0215,141.86
20.99,101.32,22.02,0.017,142.25
21.01,101.26,21.91,0.0193,144.08
20.99,101.26,22.02,0.0203,144.94
20.98,101.29,21.91,0.0216,145.95
21.01,101.29,21.94,0.0223,147.09
21.02,101.34,22.05,0.02,148.34
21.0,101.29,21.91,0.023,148.91
20.98,101.3,22.04,0.0212,150.57
21.01,101.3,22.04,0.0178,151.47
21.0,101.3,21.99,0.0183,152.07
21.01,101.25,21.95,0.0216,152.6
21.01,101.33,21.97,0.0171,153.73
20.98,101.3,22.03,0.018,154.91
21.02,101.34,21.91,0.0229,155.2
20.99,101.27,22.0,0.0206,155.7
21.01,101.33,22.06,0.0187,156.61
21.0,101.26,22.06,0.0178,157.39
21.01,101.27,22.05,0.0195,157.71
21.0,101.26,21.93,0.0217,157.88
20.99,101.34,21.99,0.0178,158.46
21.0,101.26,21.94,0.0182,158.97
21.01,101.35,21.99,0.0214,159.54
20.98,101.35,22.03,0.0213,159.93
21.01,101.26,21.99,0.0186,159.71
20.99,101.25,22.0,0.0178,160.11
21.0,101.34,22.05,0.0186,159.55
21.0,101.34,21.95,0.0223,160.18
21.02,101.28,21.93,0.0171,159.91
21.0,101.26,21.99,0.0189,159.39
21.02,101.28,21.95,0.0214,159.33
21.0,101.34,21.91,0.0225,158.97
20.99,101.32,22.07,0.0192,158.58
20.98,101.26,22.08,0.0209,158.57
21.01,101.26,22.03,0.0175,158.07
21.0,101.28,21.97,0.0178,157.9
21.0,101.26,21.92,0.0224,156.63
21.01,101.31,21.91,0.0218,156.32
21.0,101.31,22.02,0.0208,156.21
20.99,101.3,22.09,0.0199,155.05
20.99,101.35,21.94,0.0173,154.51
20.99,101.28,21.97,0.0198,153.15
20.99,101.34,22.09,0.0204,153.12
20.98,101.31,21.93,0.0209,151.73
20.98,101.27,22.0,0.017,150.83
20.99,101.33,22.05,0.0223,150.02
20.99,101.31,22.05,0.023,148.32
21.01,101.32,21.92,0.0196,147.49
21.01,101.28,21.91,0.0195,146.33
20.99,101.28,22.0,0.0173,145.51
21.02,101.25,22.03,0.0185,144.5
21.02,101.3,21.98,0.0214,143.54
21.01,101.3,21.92,0.0193,142.47
21.01,101.34,22.01,0.0171,140.38
21.0,101.32,21.97,0.0174,139.62
21.0,101.26,21.95,0.0176,138.01
20.98,101.27,21.93,0.0195,137.28
20.99,101.26,22.09,0.0228,136.25
20.99,101.25,21.99,0.0199,134.48
21.01,101.29,21.9,0.0203,133.8
21.01,101.28,22.08,0.0195,132.54
21.01,101.33,22.09,0.0221,130.86
20.99,101.32,21.92,0.0207,129.87
21.01,101.29,21.9,0.0192,128.39
21.02,101.31,22.01,0.019,127.35
21.01,101.3,22.05,0.0171,126.19
21.01,101.34,21.98,0.0228,125.12
21.0,101.26,21.92,0.0224,123.32
20.98,101.32,21.99,0.0188,122.24
21.0,101.25,22.01,0.0216,121.11
20.99,101.28,22.01,0.0211,120.48
21.0,101.27,21.98,0.0187,120.02
20.98,101.31,22.0,0.0208,118.98
20.99,101.31,22.07,0.0199,117.68
21.0,101.33,22.05,0.022,116.39
21.0,101.27,22.06,0.022,115.57
21.02,101.34,21.96,0.0197,115.46
20.99,101.3,22.02,0.0172,113.93
21.01,101.3,21.9,0.0216,113.71
21.0,101.3,22.0,0.0227,113.41
20.99,101.25,21.96,0.023,112.96
20.99,101.33,22.01,0.0201,111.58
20.98,101.31,21.97,0.018,111.2
20.99,101.34,22.01,0.0171,111.16
21.01,101.33,22.01,0.0209,111.2
21.01,101.29,22.05,0.0218,110.16
21.01,101.26,21.99,0.0205,110.25
21.01,101.34,22.05,0.0216,110.24
21.01,101.26,22.08,0.0225,110.47
20.99,101.27,22.06,0.022,109.78
21.01,101.27,22.03,0.0191,110.02
20.99,101.27,21.92,0.02,110.17
21.01,101.32,21.98,0.0207,109.78
20.98,101.35,21.97,0.0183,110.52
21.01,101.32,22.07,0.0183,111.02
21.02,101.26,21.96,0.0188,110.86
21.01,101.29,21.95,0.0183,111.84
21.01,101.32,21.92,0.0201,112.39
21.0,101.32,21.96,0.0219,112.6
21.01,101.31,21.99,0.019,113.21
21.02,101.28,21.92,0.0211,113.78
21.01,101.29,21.96,0.0188,114.79
20.99,101.31,22.09,0.0178,114.76
20.99,101.31,21.96,0.0182,115.79
20.99,101.32,22.07,0.0175,116.95
21.01,101.33,22.05,0.0219,117.91
21.02,101.27,22.05,0.0179,118.09
20.99,101.28,21.92,0.0202,118.94
20.98,101.35,21.96,0.0172,120.34
20.98,101.34,21.98,0.0204,121.51
21.01,101.3,22.06,0.0199,122.33
20.98,101.28,22.03,0.0181,123.87
21.01,101.32,21.98,0.0184,125.11
21.0,101.29,21.91,0.0203,126.09
21.01,101.29,22.06,0.0218,126.85
21.02,101.3,21.93,0.0192,128.0
21.02,101.3,22.08,0.019,129.35
21.01,101.32,22.07,0.0172,130.5
20.98,101.26,22.07,0.0213,131.46
21.0,101.27,22.06,0.0198,132.85
20.99,101.32,21.97,0.0219,134.33
21.0,101.28,21.98,0.0213,135.57
20.99,101.29,21.98,0.0228,136.88
20.99,101.3,22.01,0.0186,138.4
21.0,101.27,21.92,0.0199,139.77
21.02,101.27,21.98,0.0181,140.43
21.0,101.26,21.9,0.0176,142.22
21.01,101.28,22.01,0.019,142.57
21.0,101.29,22.05,0.0203,144.35
21.0,101.28,21.94,0.0226,145.74
20.99,101.26,22.1,0.0206,146.4
21.01,101.27,22.08,0.0188,147.92
21.01,101.31,21.97,0.0172,148.28
21.01,101.27,22.09,0.0197,149.44
21.02,101.32,22.07,0.0218,150.59
21.01,101.26,22.04,0.0219,151.72
21.01,101.27,22.08,0.018,152.33
21.0,101.29,22.04,0.0213,153.85
21.02,101.28,21.92,0.0184,154.68
21.0,101.34,21.97,0.0218,154.9
21.02,101.3,21.93,0.0204,155.82
21.0,101.34,21.99,0.0193,155.93
21.0,101.29,21.93,0.0173,157.37
21.01,101.33,22.02,0.0179,158.05
21.0,101.33,21.98,0.0219,158.12
21.01,101.34,22.08,0.0173,158.65
21.02,101.29,21.99,0.0186,159.27
20.99,101.28,22.07,0.0195,158.99
21.01,101.33,21.93,0.0193,159.41
21.01,101.32,22.04,0.0177,160.19
21.01,101.29,22.02,0.0217,159.82
21.0,101.35,21.97,0.0216,160.35
20.98,101.29,22.05,0.0217,160.49
20.99,101.3,22.03,0.022,159.49
20.99,101.27,22.09,0.0193,160.3
21.0,101.27,22.07,0.0174,159.83
21.01,101.34,21.95,0.0175,159.35
21.0,101.26,22.0,0.0189,158.82
21.0,101.33,22.01,0.0189,158.77
21.0,101.26,22.06,0.0179,158.22
20.99,101.32,22.0,0.0186,157.53
21.02,101.28,21.97,0.0224,157.92
20.98,101.31,22.1,0.0225,156.49
21.01,101.31,22.09,0.0216,156.44
20.98,101.32,21.99,0.0184,155.24
21.0,101.27,21.9,0.0196,154.61
20.98,101.32,21.91,0.0195,154.51
20.99,101.26,22.02,0.0188,152.82
21.02,101.32,21.93,0.0175,151.88
20.99,101.29,22.07,0.0187,151.18
21.0,101.29,21.91,0.0229,150.68
20.99,101.29,21.91,0.0179,149.7
21.02,101.34,22.07,0.0196,148.0
20.99,101.35,22.04,0.02,147.52
21.01,101.3,21.91,0.0186,145.92
20.99,101.33,22.06,0.0181,144.88
20.99,101.28,21.91,0.0208,143.85
21.01,101.3,22.03,0.0173,142.47
21.01,101.31,21.94,0.0218,141.65
21.0,101.28,22.0,0.0184,140.33
20.99,101.31,21.93,0.02,139.47
21.01,101.34,22.09,0.0176,138.14
21.0,101.31,22.05,0.0189,136.34
21.01,101.29,21.95,0.0211,135.14
21.01,101.26,21.94,0.0219,134.23
21.01,101.34,22.02,0.0191,133.04
20.99,101.3,21.98,0.0185,131.32
20.99,101.28,21.99,0.0229,130.27
21.01,101.31,22.09,0.02,129.16
21.0,101.31,21.99,0.0181,128.19
20.98,101.33,22.02,0.0223,127.23
21.01,101.32,21.93,0.0208,126.03
21.01,101.31,22.02,0.0227,124.76
20.98,101.34,22.0,0.0182,123.55
20.99,101.29,22.09,0.023,122.5
21.0,101.34,22.01,0.0202,121.32
20.98,101.26,21.94,0.0208,119.8
21.01,101.34,22.02,0.022,119.64
21.01,101.26,22.06,0.0184,118.0
21.01,101.27,22.09,0.0206,117.01
20.99,101.29,22.05,0.0223,116.0
20.99,101.26,21.93,0.0216,115.2
21.0,101.27,21.97,0.0181,114.72
21.02,101.27,22.04,0.0202,113.99
21.01,101.29,22.0,0.0214,114.0
21.01,101.3,21.9,0.0219,113.03
20.99,101.34,22.1,0.0223,112.81
20.99,101.25,21.95,0.0204,111.85
20.99,101.27,22.01,0.0223,111.09
21.02,101.31,22.0,0.0213,111.04
21.0,101.27,21.99,0.0185,110.4
21.02,101.29,21.92,0.017,110.62
21.01,101.28,22.02,0.0221,110.6
21.02,101.32,22.1,0.0222,109.99
20.99,101.29,21.91,0.0194,109.65
20.99,101.33,22.01,0.0222,110.19
20.99,101.27,21.9,0.0181,110.13
20.98,101.26,21.97,0.0204,110.57
21.0,101.33,22.06,0.0203,110.03
21.01,101.3,22.07,0.0218,110.92
20.99,101.25,21.95,0.0173,110.4
21.01,101.34,22.03,0.0193,111.45
20.98,101.33,22.08,0.0215,111.65
21.0,101.3,22.07,0.0229,112.52
21.02,101.34,21.96,0.0182,113.12
20.99,101.3,22.0,0.0209,112.84
21.0,101.35,21.96,0.0196,113.76
21.0,101.27,22.03,0.0172,114.76
20.98,101.35,22.0,0.0189,115.67
21.01,101.34,22.01,0.0198,115.61
20.99,101.27,22.0,0.0184,117.01
21.0,101.33,22.05,0.0187,118.0
20.98,101.35,22.09,0.0201,119.18
20.98,101.29,21.93,0.0196,120.21
21.01,101.34,21.95,0.0199,120.46
21.0,101.33,21.93,0.0205,121.76
21.02,101.33,21.9,0.0224,122.66
21.01,101.26,21.92,0.0176,123.93
21.02,101.28,21.95,0.0196,125.56
21.01,101.28,21.96,0.0221,126.45
20.98,101.33,21.96,0.022,127.22
21.01,101.35,21.91,0.0188,128.59
21.0,101.34,22.04,0.022,129.5
21.0,101.32,22.01,0.0213,130.94
21.0,101.26,22.04,0.0181,132.26
21.0,101.28,22.09,0.0197,133.32
20.98,101.29,21.95,0.0181,134.82
20.99,101.31,22.05,0.0179,136.5
21.01,101.25,21.99,0.0191,137.38
21.01,101.31,22.06,0.0198,138.41
21.02,101.32,21.97,0.0174,140.03
20.99,101.25,22.05,0.0191,140.62
20.98,101.27,22.1,0.0202,142.24
20.99,101.31,21.95,0.0199,143.7
21.01,101.27,22.0,0.0216,144.52
21.02,101.28,22.02,0.0188,145.29
20.99,101.25,21.97,0.019,147.02
21.01,101.31,21.97,0.0205,147.58
20.99,101.35,21.92,0.0207,149.18
21.0,101.32,21.97,0.0226,150.0
21.01,101.34,21.96,0.0208,151.39
21.0,101.28,22.07,0.0221,151.82
21.01,101.34,21.97,0.0176,152.41
20.99,101.31,21.95,0.0216,153.66
20.99,101.33,22.04,0.0188,154.93
20.99,101.25,22.03,0.0177,155.13
21.0,101.27,22.08,0.0213,156.31
21.02,101.31,22.04,0.0225,157.04
21.02,101.34,21.92,0.02,156.86
21.01,101.34,22.04,0.0202,158.17
21.0,101.27,21.93,0.0179,158.61
20.98,101.33,21.95,0.0194,159.14
21.0,101.31,22.03,0.0189,159.05
21.0,101.27,22.1,0.0225,158.93
21.0,101.34,22.07,0.0189,159.24
21.01,101.29,22.0,0.022,160.15
20.99,101.25,22.01,0.0171,160.17
21.0,101.34,21.93,0.0223,159.76
21.01,101.32,21.97,0.0222,159.56
21.01,101.28,22.03,0.0172,160.35
21.02,101.27,21.94,0.018,160.07
21.02,101.31,21.96,0.0224,159.8
20.99,101.25,22.07,0.0213,159.47
20.98,101.26,22.01,0.0199,159.48
20.98,101.27,22.0,0.0217,158.99
20.98,101.25,22.02,0.0207,158.66
21.0,101.34,21.94,0.0186,158.23
21.02,101.29,22.0,0.0212,156.92
21.0,101.27,22.02,0.0209,156.9
21.01,101.3,21.92,0.0203,156.05
21.0,101.3,21.95,0.0201,155.64
21.0,101.35,21.99,0.0218,154.16
20.99,101.31,21.91,0.0198,153.58
21.01,101.28,22.1,0.0195,152.79
21.0,101.25,22.04,0.0174,152.18
20.98,101.26,22.03,0.0181,151.34
21.01,101.3,22.07,0.0219,150.41
21.02,101.31,22.03,0.0194,148.92
20.99,101.34,21.92,0.0198,148.09
20.99,101.31,22.02,0.0188,146.82
21.02,101.34,22.07,0.02,146.03
20.99,101.26,22.09,0.022,144.57
21.02,101.29,22.01,0.0229,143.71
20.99,101.34,21.96,0.0173,142.63
20.99,101.33,21.93,0.0226,140.99
21.0,101.32,22.01,0.0194,139.51
21.02,101.34,22.01,0.0218,139.07
21.0,101.28,21.9,0.0215,137.24
21.01,101.32,22.09,0.0195,136.03
21.02,101.35,21.95,0.0211,134.89
21.01,101.29,22.0,0.0193,134.02
20.98,101.32,21.98,0.0203,131.99
21.01,101.25,22.05,0.0173,131.34
21.02,101.34,22.01,0.019,130.05
21.01,101.33,22.02,0.022,129.12
21.01,101.32,22.06,0.0193,127.66
21.0,101.31,22.08,0.0184,126.49
21.0,101.27,22.06,0.0195,125.42
21.01,101.35,21.92,0.0198,123.78
20.99,101.26,22.05,0.0219,123.17
20.99,101.34,21.99,0.0192,121.55
21.01,101.32,22.07,0.0195,120.66
21.0,101.25,21.98,0.0209,119.49
20.98,101.31,21.95,0.0171,118.6
21.02,101.29,21.93,0.0195,118.03
21.01,101.34,22.03,0.0212,116.72
20.98,101.28,22.1,0.0215,116.36
21.01,101.34,22.02,0.0189,115.71
20.98,101.33,21.98,0.0214,114.32
21.01,101.29,22.06,0.017,114.29
20.98,101.26,21.96,0.0225,112.99
21.0,101.33,21.93,0.0207,112.92
21.0,101.34,21.97,0.0225,111.86
21.0,101.34,21.94,0.0229,111.32
20.99,101.3,21.92,0.0172,111.68
21.0,101.3,21.96,0.021,111.19
21.01,101.25,22.08,0.022,110.22
20.99,101.27,22.04,0.018,110.05
21.0,101.31,22.06,0.0174,110.39
21.0,101.32,21.97,0.0224,110.22
21.01,101.32,22.04,0.021,110.37
21.0,101.32,22.04,0.0199,110.08
21.0,101.33,21.99,0.0202,109.84
20.99,101.29,21.98,0.0225,109.83
20.99,101.35,21.98,0.0189,110.04
21.0,101.29,22.06,0.0192,110.41
20.99,101.25,21.95,0.0171,110.99
20.99,101.3,22.09,0.0195,110.86
21.01,101.33,22.0,0.0219,112.19
20.99,101.35,22.1,0.0229,112.21
21.02,101.33,21.94,0.0202,112.7
20.99,101.35,22.01,0.023,113.17
21.01,101.34,21.91,0.0209,113.59
21.01,101.26,22.06,0.0181,114.7
21.02,101.29,21.96,0.0219,115.31
21.02,101.35,22.08,0.0189,116.83
20.98,101.33,21.91,0.0175,117.33
21.0,101.31,22.0,0.0212,118.37
20.98,101.29,22.09,0.0226,118.78
21.0,101.25,22.04,0.0186,120.14
21.02,101.32,22.01,0.0174,120.7
20.99,101.26,21.96,0.0173,121.83
20.99,101.3,22.05,0.0201,123.22
20.99,101.32,21.92,0.0217,124.69
20.98,101.29,21.9,0.0184,125.56
21.01,101.3,22.08,0.0182,126.48
21.01,101.3,22.1,0.0185,127.92
20.99,101.27,21.99,0.0195,128.66
21.01,101.34,22.08,0.0223,130.52
21.01,101.34,22.03,0.0185,131.87
21.0,101.26,22.05,0.0175,132.75
21.01,101.31,21.95,0.021,134.22
21.01,101.25,22.02,0.0225,134.82
21.0,101.28,22.1,0.0221,136.35
21.0,101.31,21.93,0.0176,137.43
20.99,101.31,22.02,0.0188,138.78
21.0,101.27,21.91,0.0183,140.23
20.99,101.34,22.04,0.0229,141.65
21.0,101.29,22.1,0.0172,142.69
21.01,101.27,22.0,0.0203,143.93
20.99,101.26,21.96,0.018,144.6
21.01,101.35,22.09,0.0217,146.43
20.99,101.31,21.92,0.0229,147.01
21.0,101.27,21.97,0.0183,148.43
21.02,101.27,21.94,0.0203,149.5
21.0,101.27,21.98,0.0219,150.2
21.01,101.32,21.97,0.0219,151.22
21.01,101.29,22.02,0.0196,152.37
20.99,101.25,21.99,0.0189,153.34
21.01,101.32,21.95,0.0202,153.73
20.99,101.29,21.94,0.0177,154.82
21.0,101.33,21.99,0.0175,155.69
20.99,101.28,22.0,0.0214,156.2
20.99,101.34,22.04,0.0209,157.19
20.99,101.3,21.91,0.0187,157.58
21.0,101.35,22.07,0.0183,157.51
20.99,101.28,21.99,0.0204,157.95
21.01,101.25,21.91,0.02,158.65
20.99,101.27,21.91,0.017,158.74
21.0,101.3,22.08,0.0221,159.22
21.01,101.3,22.02,0.0212,159.81
20.98,101.3,21.98,0.0172,159.61
21.01,101.31,22.09,0.0215,159.64
20.98,101.28,21.99,0.0186,160.35
20.99,101.3,21.95,0.0218,159.65
21.01,101.27,21.9,0.0183,159.6
20.99,101.35,22.0,0.0228,160.2
21.01,101.31,21.97,0.0198,159.62
20.99,101.26,21.95,0.0226,158.87
21.0,101.25,21.91,0.0194,158.54
21.02,101.32,21.9,0.022,158.5
21.02,101.29,21.92,0.0214,157.7
21.0,101.28,21.97,0.0189,158.01
21.01,101.32,22.06,0.0211,157.49
21.0,101.34,22.03,0.0186,156.88
20.99,101.26,22.04,0.0211,155.68
21.02,101.33,22.08,0.0208,155.21
21.01,101.31,22.04,0.0189,154.16
20.99,101.27,22.06,0.0216,153.5
21.0,101.29,21.99,0.0172,152.43
21.0,101.29,21.96,0.0184,152.16
21.01,101.31,22.1,0.023,151.2
21.02,101.26,21.91,0.0202,150.05
21.01,101.27,21.95,0.0201,148.5
20.99,101.26,22.07,0.0173,147.96
20.99,101.31,21.96,0.0201,146.96
20.99,101.33,21.9,0.0205,145.83
21.01,101.31,22.02,0.019,144.26
20.99,101.28,21.97,0.0229,143.01
20.98,101.26,21.96,0.0175,142.08
20.99,101.33,22.08,0.0215,141.05
20.99,101.25,21.99,0.0184,139.52
21.01,101.34,22.1,0.0172,138.75
21.0,101.27,22.08,0.0217,136.72
20.98,101.34,21.95,0.0203,136.0
21.01,101.27,21.91,0.0197,134.73
21.0,101.25,21.92,0.0199,133.71
21.0,101.32,21.95,0.0193,131.98
20.98,101.27,22.08,0.0196,130.56
20.99,101.34,22.03,0.0216,129.5
20.99,101.32,22.05,0.0207,128.12
21.0,101.28,21.92,0.0217,127.34
21.01,101.26,22.04,0.021,126.34
21.01,101.32,22.07,0.0197,124.58
21.01,101.27,22.09,0.0183,123.89
21.01,101.34,22.09,0.021,122.94
20.98,101.26,21.93,0.0222,121.18
21.02,101.3,22.08,0.0202,120.38
21.02,101.26,22.04,0.021,119.6
20.99,101.34,22.03,0.0192,118.58
20.98,101.32,22.0,0.0176,117.93
21.02,101.3,22.03,0.0179,116.49
21.0,101.32,21.98,0.0176,116.32
21.0,101.34,21.95,0.0217,114.85
21.0,101.32,21.96,0.0175,114.7
20.99,101.33,22.01,0.0207,113.76
21.0,101.31,22.09,0.0209,112.92
21.02,101.33,22.09,0.0206,112.66
21.01,101.32,21.91,0.02,111.87
20.99,101.3,21.94,0.0182,111.62
20.99,101.26,22.05,0.0211,111.17
21.02,101.31,21.97,0.0195,110.56
20.98,101.33,22.09,0.0222,110.67
21.0,101.27,21.96,0.018,110.54
20.99,101.34,21.99,0.0218,110.2
20.99,101.35,22.09,0.0188,109.55
21.02,101.26,21.97,0.0179,110.18
21.01,101.33,22.05,0.0182,110.17
21.0,101.33,21.97,0.0208,109.92
21.01,101.32,22.08,0.0205,110.33
21.01,101.34,22.08,0.0205,110.03
21.0,101.29,22.05,0.0201,111.22
21.01,101.33,21.9,0.0216,111.39
20.99,101.27,21.93,0.0184,111.89
21.01,101.29,22.06,0.0221,111.72
21.0,101.34,21.99,0.0211,112.91
21.0,101.32,22.07,0.0198,112.57
21.01,101.3,22.01,0.0183,113.73
20.99,101.26,22.01,0.0175,113.84
20.98,101.33,21.9,0.0204,115.29
21.01,101.32,22.08,0.0199,115.46
20.99,101.29,22.09,0.0199,116.39
20.99,101.3,22.01,0.0189,117.43
21.01,101.35,21.97,0.018,117.94
21.0,101.27,21.91,0.0202,119.17
21.0,101.28,21.97,0.0176,120.49
20.99,101.28,21.94,0.0222,121.44
20.98,101.35,21.92,0.0217,122.84
20.98,101.35,22.09,0.0213,123.33
21.02,101.31,22.08,0.0183,124.23
21.0,101.28,21.92,0.0181,125.57
21.01,101.28,21.92,0.0226,126.93
21.01,101.29,22.07,0.0178,127.83
21.01,101.31,22.0,0.019,129.06
21.01,101.29,22.0,0.0229,131.09
21.01,101.25,21.98,0.0202,131.67
21.0,101.29,22.04,0.0198,133.34
20.99,101.29,21.94,0.0185,134.07
21.01,101.29,22.06,0.0217,135.79
20.99,101.32,22.0,0.0219,137.18
21.0,101.33,22.02,0.0222,138.41
21.01,101.31,21.93,0.0181,138.97
21.01,101.29,21.95,0.0184,140.96
20.99,101.26,22.0,0.0223,142.24
20.99,101.27,21.96,0.0181,142.66
20.98,101.34,22.09,0.0225,144.43
20.99,101.32,22.0,0.0208,145.78
21.0,101.31,22.0,0.018,146.93
21.01,101.29,21.92,0.0218,147.54
20.99,101.29,22.0,0.0179,148.36
21.01,101.28,22.04,0.0226,149.98
20.99,101.25,22.06,0.0195,150.51
21.02,101.34,21.95,0.0226,151.35
20.99,101.29,21.99,0.0194,152.62
21.01,101.35,21.93,0.0218,153.36
20.99,101.25,21.91,0.0174,154.28
21.01,101.27,21.91,0.0206,154.51
20.99,101.25,22.02,0.0204,156.02
21.01,101.32,21.96,0.0175,156.81
21.01,101.32,22.04,0.0226,157.12
21.0,101.26,21.9,0.0217,157.55
21.01,101.31,22.03,0.0182,158.33
20.99,101.34,21.91,0.0186,158.2
21.0,101.32,22.07,0.0195,158.44
20.99,101.34,22.01,0.0219,159.2
21.02,101.3,21.98,0.0179,159.76
20.99,101.26,22.01,0.0192,159.87
20.98,101.27,22.09,0.0223,159.62
21.01,101.34,22.03,0.0181,160.03
21.01,101.3,21.97,0.0217,159.98
21.01,101.28,22.03,0.0187,160.02
21.01,101.35,22.03,0.0174,160.34
21.0,101.3,21.93,0.0227,159.54
20.99,101.33,22.01,0.0193,159.27
21.0,101.29,22.1,0.0228,158.7
21.01,101.33,22.0,0.0174,158.53
21.0,101.29,21.97,0.021,158.03
21.01,101.34,22.05,0.0193,157.78
21.02,101.32,22.09,0.0187,157.13
20.99,101.32,21.97,0.0193,156.38
21.0,101.27,21.95,0.0182,156.18
20.99,101.31,22.02,0.0196,155.87
20.99,101.28,21.94,0.0202,154.36
21.0,101.27,21.92,0.0174,154.01
20.99,101.34,22.05,0.0201,153.68
20.99,101.33,22.08,0.0214,152.22
21.0,101.29,22.09,0.0204,151.05
21.01,101.27,22.06,0.0215,150.74
21.01,101.32,22.06,0.0203,149.56
21.02,101.31,22.05,0.0196,148.83
20.99,101.29,22.07,0.0195,147.5
21.02,101.26,22.0,0.0177,146.54
21.02,101.32,21.96,0.0206,144.9
21.0,101.34,22.02,0.0206,143.62
21.0,101.3,22.01,0.0221,142.87
21.0,101.34,22.1,0.0172,141.26
20.98,101.26,22.08,0.021,139.87
21.01,101.3,22.1,0.0183,139.43
20.99,101.3,22.0,0.0201,137.77
20.98,101.3,21.98,0.019,136.81
21.01,101.3,22.08,0.0216,135.55
21.01,101.28,21.9,0.0209,134.03
20.99,101.31,21.95,0.021,133.01
21.01,101.31,21.98,0.0209,131.67
21.0,101.32,21.99,0.018,130.16
21.01,101.34,22.04,0.0184,129.3
21.0,101.3,21.94,0.0227,127.71
21.0,101.26,22.04,0.0209,126.65
20.99,101.29,21.9,0.0191,125.97
20.99,101.31,22.03,0.018,124.7
21.02,101.3,21.94,0.0223,123.54
21.02,101.3,22.03,0.0218,121.87
21.0,101.34,22.09,0.0218,121.39
21.0,101.34,21.91,0.0222,120.38
20.99,101.31,22.06,0.0194,118.72
20.99,101.26,21.92,0.0178,117.85
21.0,101.28,21.98,0.0217,116.84
20.98,101.3,21.95,0.0227,116.76
20.99,101.31,21.92,0.0187,115.9
21.0,101.28,21.94,0.017,114.59
20.98,101.28,21.98,0.02,114.27
20.99,101.33,21.94,0.0184,113.86
20.99,101.34,22.09,0.0207,113.07
21.02,101.3,22.0,0.0215,112.27
20.99,101.31,22.02,0.0193,112.01
21.01,101.34,22.1,0.0192,111.56
21.01,101.33,21.94,0.0191,111.31
21.02,101.28,21.94,0.0187,110.9
20.99,101.27,22.1,0.0191,110.5
21.0,101.33,22.06,0.0215,110.69
20.99,101.29,22.09,0.0187,110.07
21.0,101.25,22.01,0.0197,109.74
20.99,101.3,22.04,0.0174,109.86
21.0,101.29,22.06,0.0225,110.0
20.99,101.26,22.04,0.023,109.79
21.0,101.35,22.01,0.0225,110.82
21.0,101.27,22.06,0.0216,110.7
21.0,101.33,21.91,0.0171,110.98
20.99,101.34,21.99,0.0215,111.23
21.0,101.33,21.94,0.0227,111.45
20.98,101.31,22.09,0.0184,111.91
21.01,101.29,22.03,0.0229,112.58
21.0,101.27,22.01,0.0174,113.72
20.99,101.33,21.95,0.0206,113.77
20.99,101.3,21.99,0.0195,114.5
20.99,101.29,22.04,0.0211,115.53
21.01,101.28,22.03,0.0206,115.66
21.0,101.32,21.91,0.0225,117.21
21.02,101.32,21.91,0.0212,117.87
21.0,101.32,21.9,0.0198,118.84
21.01,101.33,22.08,0.02,119.68
21.02,101.27,22.06,0.0197,121.17
21.02,101.31,22.04,0.0195,121.7
21.02,101.29,21.98,0.0185,122.55
21.0,101.28,21.93,0.0203,124.28
20.98,101.28,22.05,0.017,125.24
20.99,101.29,22.08,0.019,126.39
20.99,101.27,21.95,0.0224,127.57
21.01,101.27,21.92,0.0225,129.06
20.99,101.29,21.99,0.0194,129.92
21.01,101.27,21.93,0.021,131.04
20.99,101.28,21.93,0.0191,132.54
20.99,101.32,22.0,0.0219,133.6
21.01,101.28,21.94,0.0178,135.01
21.02,101.31,21.91,0.0206,135.6
20.99,101.32,21.98,0.0192,137.44
20.99,101.26,22.06,0.0171,138.52
21.01,101.32,22.02,0.0226,139.66
21.01,101.33,21.97,0.0201,140.62
21.01,101.26,22.08,0.0207,142.12
21.0,101.34,22.0,0.0199,143.31
21.0,101.32,21.94,0.0213,144.96
21.01,101.28,22.09,0.0192,145.53
20.99,101.32,22.08,0.022,147.32
21.0,101.35,21.99,0.018,148.26
21.0,101.29,22.03,0.0228,149.14
21.01,101.3,21.92,0.0222,149.92
21.0,101.26,21.95,0.0226,150.98
21.01,101.27,21.92,0.0217,151.64
21.01,101.32,21.95,0.0211,152.41
21.0,101.32,21.9,0.0181,154.07
21.01,101.32,21.93,0.0177,154.65
20.98,101.29,21.99,0.02,154.91
21.0,101.27,21.92,0.0183,156.25
21.01,101.28,21.95,0.0194,156.6
21.02,101.31,22.04,0.0224,157.67
21.0,101.33,22.09,0.0221,158.02
20.99,101.27,22.03,0.0223,158.56
21.02,101.34,22.01,0.0222,158.8
20.98,101.33,22.0,0.0191,158.89
21.0,101.28,22.07,0.0211,159.04
21.02,101.3,22.04,0.0201,159.68
21.01,101.35,22.03,0.0209,159.85
20.99,101.27,21.98,0.02,159.51
20.99,101.34,21.96,0.0218,160.37
21.02,101.32,22.01,0.022,160.4
20.99,101.35,21.9,0.018,159.71
21.0,101.31,22.08,0.0215,160.26
